INTRODUCCIÓN introducción NP00000 0.411768
otro otro PI0MS000 0.387006
. . Fp 1

Para para SPS00 0.999103
poner poner VMN0000 1
un uno DI0MS0 0.987295
claro claro AQ0MS0 0.458333
ejemplo ejemplo NCMS000 1
, , Fc 1
con con SPS00 1
las el DA0FP0 0.970954
prendas prenda NCFP000 0.95625
de de SPS00 0.999984
lana lana NCFS000 1
( ( Fpa 1
la el DA0FS0 0.972269
cuál cuál PT0CS000 0.973684
yo yo PP1CSN00 1
no no RN 0.998134
usaré usar VMIF1S0 1
xD xd NCFS000 0.961423
) ) Fpt 1
únicamente únicamente RG 1
su su DP3CS0 1
programa programa NCMS000 0.953488
es ser VSIP3S0 1
de de SPS00 0.999984
normal normal AQ0CS0 0.986111
y y CC 0.999962
luego luego RG 0.996689
delicado delicado AQ0MS0 1
. . Fp 1

En en SPS00 1
cambio cambio NCMS000 0.99505
, , Fc 1
en en SPS00 1
el el DA0MS0 1
de de SPS00 0.999984
algodón algodón NCMS000 1
, , Fc 1
la el DA0FS0 0.972269
lavadora lavadora NCFS000 0.414738
hará hacer VMIF3S0 1
un uno DI0MS0 0.987295
intensivo intensivo AQ0MS0 1
, , Fc 1
un uno DI0MS0 0.987295
prelavado prelavado NCMS000 0.308275
, , Fc 1
normal normal AQ0CS0 0.986111
, , Fc 1
medio medio AQ0MS0 0.314286
y y CC 0.999962
delicado delicado AQ0MS0 1
. . Fp 1

Ésta este PD0FS000 1
así así RG 0.998812
hecho hacer VMP00SM 0.620968
para para SPS00 0.999103
que que CS 0.437483
las el DA0FP0 0.970954
prendas prenda NCFP000 0.95625
más más RG 1
delicadas delicado AQ0FP0 1
no no RN 0.998134
se se P00CN000 0.465639
estropen estropen VMSP3P0 0.500005
ni ni CC 0.999182
sufran sufrir VMSP3P0 0.885893
la el DA0FS0 0.972269
fuerza fuerza NCFS000 0.990148
que que PR0CN000 0.562517
a a SPS00 0.996023
mejor mejor AQ0CS0 0.873665
, , Fc 1
la el DA0FS0 0.972269
lavadora lavadora NCFS000 0.414738
haría hacer VMIC3S0 0.649996
con con SPS00 1
una uno DI0FS0 0.951575
prenda prenda NCFS000 0.152174
mucho mucho RG 0.702081
menos menos RG 1
delicada delicado AQ0FS0 1
como como CS 0.999289
es ser VSIP3S0 1
el el DA0MS0 1
algodón algodón NCMS000 1
. . Fp 1

También también RG 1
tenemos tener VMIP1P0 1
para para SPS00 0.999103
elegir elegir VMN0000 1
los el DA0MP0 0.976481
grados grado NCMP000 1
de de SPS00 0.999984
calor calor NCMS000 1
que que PR0CN000 0.562517
queremos querer VMIP1P0 1
meter meter VMN0000 1
le le PP3CSD00 1
a a SPS00 0.996023
nuestra nuestro DP1FSP 0.900485
ropa ropa NCFS000 1
. . Fp 1

Siempre siempre RG 1
es ser VSIP3S0 1
mejor mejor AQ0CS0 0.873665
poner poner VMN0000 1
le le PP3CSD00 1
cuánto cuánto PT0MS000 0.698113
menos menos RG 1
grados grado NCMP000 1
mejor mejor AQ0CS0 0.873665
... ... Fs 1
ya_que ya_que CS 1
si si CS 0.99954
no no RN 0.998134
la el DA0FS0 0.972269
ropa ropa NCFS000 1
sufre sufrir VMIP3S0 0.994868
mucho mucho RG 0.702081
( ( Fpa 1
consejo consejo NCMS000 1
de de SPS00 0.999984
las el DA0FP0 0.970954
mamis mamis RG 1
xD xd NCFS000 0.961423
) ) Fpt 1
así así RG 0.998812
que que CS 0.437483
yo yo PP1CSN00 1
siempre siempre RG 1
elijo elegir VMIP1S0 1
30º 30º Z 1
. . Fp 1

A a SPS00 1
el el DA0MS0 1
lado lado NCMS000 1
de de SPS00 0.999984
la el DA0FS0 0.972269
ruedecilla ruedecilla NCFS000 1
de de SPS00 0.999984
los el DA0MP0 0.976481
grados grado NCMP000 1
, , Fc 1
encontraremos encontrar VMIF1P0 1
otra otro PI0FS000 0.196101
con con SPS00 1
muchísimos mucho DI0MP0 0.300006
números número NCMP000 1
que que PR0CN000 0.562517
será ser VSIF3S0 1
la el DA0FS0 0.972269
encargada encargado NCFS000 0.458173
de de SPS00 0.999984
elegir elegir VMN0000 1
el el DA0MS0 1
programa programa NCMS000 0.953488
que que PR0CN000 0.562517
queremos querer VMIP1P0 1
( ( Fpa 1
aquello aquel PD0NS000 1
que que CS 0.437483
os os PP2CP000 0.773585
contaba contar VMII3S0 0.65
de de SPS00 0.999984
las el DA0FP0 0.970954
prendas prenda NCFP000 0.95625
de de SPS00 0.999984
algodón algodón NCMS000 1
, , Fc 1
sintéticas sintético AQ0FP0 1
... ... Fs 1
) ) Fpt 1
etc. etcétera Fs 1
BOTONES botones NCMN000 0.369441
: : Fd 1
Es ser VSIP3S0 1
una uno DI0FS0 0.951575
lavadora lavadora NCFS000 0.414738
muy muy RG 1
, , Fc 1
muy muy RG 1
simple simple AQ0CS0 0.994505
. . Fp 1

Con con SPS00 1
solo solo RG 0.0472103
decir decir VMN0000 1
os os PP2CP000 1
que que CS 0.437483
tiene tener VMIP3S0 1
cuatro 4 Z 1
botones botón NCMP000 0.648923
únicamente únicamente RG 1
! ! Fat 1

Que que CS 0.437483
por por SPS00 1
otra otro DI0FS0 0.803899
parte parte NCFS000 0.499183
, , Fc 1
mucho mucho RG 0.702081
mejor mejor AQ0CS0 0.873665
! ! Fat 1

Así así RG 0.998812
los el DA0MP0 0.976481
que que PR0CN000 0.562517
no no RN 0.998134
estéis estar VASP2P0 1
muy muy RG 1
acostumbrados acostumbrar VMP00PM 1
a a SPS00 0.996023
tratar tratar VMN0000 1
con con SPS00 1
estos este DD0MP0 0.998084
electrodomésticos electrodoméstico NCMP000 0.432737
( ( Fpa 1
mi mi DP1CSS 0.999101
chico chico NCMS000 0.97619
y y CC 0.999962
yo yo PP1CSN00 1
dos 2 Z 0.991679
claros claro NCMP000 0.504327
ejemplos ejemplo NCMP000 1
xD xd NCFS000 0.961423
) ) Fpt 1
les le PP3CPD00 1
será ser VSIF3S0 1
más más RG 1
fácil fácil AQ0CS0 1
utilizar utilizar VMN0000 1
la lo PP3FSA00 1
. . Fp 1

Tiene tener VMIP3S0 1
un uno DI0MS0 0.987295
botón botón NCMS000 1
de de SPS00 0.999984
Inicio inicio NP00000 1
y y CC 0.999962
Fin fin NP00000 1
, , Fc 1
todo todo PI0MS000 0.43165
junto junto RG 0.530207
. . Fp 1

Este este PD0MS000 0.0314658
es ser VSIP3S0 1
el el DA0MS0 1
que que PR0CN000 0.562517
menos menos RG 1
problemas problema NCMP000 1
nos nos PP1CP000 0.935743
dará dar VMIF3S0 1
, , Fc 1
porque porque CS 1
simplemente simplemente RG 1
para para SPS00 0.999103
encender encender VMN0000 1
la lo PP3FSA00 1
le le PP3CSD00 1
daremos dar VMIF1P0 1
a a SPS00 0.996023
ese ese DD0MS0 0.986111
botón botón NCMS000 1
y y CC 0.999962
cuándo cuándo PT000000 0.962963
haya haber VASP1S0 0.308235
acabado acabar VMP00SM 0.491842
, , Fc 1
nuevamente nuevamente RG 1
dar dar VMN0000 1
le le PP3CSD00 1
ahí ahí RG 1
y y CC 0.999962
la el DA0FS0 0.972269
cosa cosa NCFS000 0.991279
se se P00CN000 0.465639
acabará acabar VMIF3S0 1
= = Fz 1
) ) Fpt 1
A a NP00000 1
el el DA0MS0 1
lado lado NCMS000 1
tenemos tener VMIP1P0 1
otro otro DI0MS0 0.612994
dónde dónde PT000000 0.98913
sale salir VMIP3S0 0.814516
una uno DI0FS0 0.951575
hucha hucha NCFS000 1
dibujada dibujar VMP00SF 1
. . Fp 1

Significa significar VMIP3S0 0.991071
ahorro ahorro NCMS000 0.973453
, , Fc 1
obviamente obviamente RG 1
; ; Fx 1
en en SPS00 1
casa casa NCFS000 0.979058
siempre siempre RG 1
está estar VAIP3S0 0.999201
hundido hundir VMP00SM 1
ese ese DD0MS0 0.986111
botón botón NCMS000 1
xD xd NCFS000 0.961423
Lo lo NP00000 1
que que PR0CN000 0.562517
indica indicar VMIP3S0 0.97619
que que CS 0.437483
siempre siempre RG 1
está estar VAIP3S0 0.999201
en en SPS00 1
el el DA0MS0 1
modo modo NCMS000 1
ahorro ahorro NCMS000 0.973453
. . Fp 1

Si si CS 0.99954
ese ese DD0MS0 0.986111
botón botón NCMS000 1
estuviera estar VASI1S0 0.5
salido salir VMP00SM 1
, , Fc 1
esa ese DD0FS0 0.983871
opción opción NCFS000 1
no no RN 0.998134
estaría estar VAIC1S0 0.5
puesta poner VMP00SF 0.403846
. . Fp 1

Con con SPS00 1
el el DA0MS0 1
siguiente siguiente AQ0CS0 1
botón botón NCMS000 1
viene venir VMIP3S0 1
el el DA0MS0 1
problema problema NCMS000 1
xD xd NCFS000 0.961423
Sale sale NP00000 1
como como CS 0.999289
si si CS 0.99954
fuera ser VSSI1S0 0.345494
un uno DI0MS0 0.987295
barreño barreño NCMS000 1
, , Fc 1
en en SPS00 1
modo modo NCMS000 1
de de SPS00 0.999984
dibujo dibujo NCMS000 0.973492
... ... Fs 1
pero pero CC 0.999764
no no RN 0.998134
tengo tener VMIP1S0 1
ni ni CC 0.999182
idea idea NCFS000 0.989437
qué qué PT0CN000 0.687592
significa significar VMIP3S0 0.991071
! ! Fat 1

Por_si_las_moscas por_si_las_moscas RG 1
, , Fc 1
en en SPS00 1
casa casa NCFS000 0.979058
lo lo PP3CNA00 0.271177
tenemos tener VMIP1P0 1
apretado apretar VMP00SM 1
, , Fc 1
hundido hundir VMP00SM 1
, , Fc 1
como como CS 0.999289
antes antes RG 1
comentaba comentar VMII3S0 0.65
xD xd NCFS000 0.961423
Aunque aunque NP00000 1
ya ya RG 0.999395
os os PP2CP000 0.773585
digo decir VMIP1S0 1
que que CS 0.437483
no no RN 0.998134
tengo tener VMIP1S0 1
ni ni CC 0.999182
idea idea NCFS000 0.989437
de de SPS00 0.999984
qué qué PT0CN000 0.687592
se se P00CN000 0.465639
trata tratar VMIP3S0 0.960396
... ... Fs 1
Y y CC 0.999962
el el DA0MS0 1
último último AO0MS0 1
botón botón NCMS000 1
, , Fc 1
el el DA0MS0 1
cuarto cuarto NCMS000 0.658537
, , Fc 1
lleva llevar VMIP3S0 0.994792
como como CS 0.999289
dibujo dibujar VMIP1S0 0.0265081
un uno DI0MS0 0.987295
cuadrado cuadrado NCMS000 0.308233
con con SPS00 1
una_media 1/2 Zp 1
redonda redonda NCFS000 0.642693
arriba arriba RG 0.986014
. . Fp 1

Osea osea NP00000 1
, , Fc 1
como como CS 0.999289
si si CS 0.99954
dibujáramos dibujar VMSI1P0 1
una uno DI0FS0 0.951575
bolsa bolsa NCFS000 1
de de SPS00 0.999984
la el DA0FS0 0.972269
compra compra NCFS000 0.561644
con con SPS00 1
su su DP3CS0 1
asa asa NCFS000 0.765137
en en SPS00 1
lo el DA0NS0 0.457533
alto alto AQ0MS0 0.994505
, , Fc 1
para para SPS00 0.999103
que que PR0CN000 0.562517
me me PP1CS000 0.89124
entendáis entender VMSP2P0 1
mejor mejor AQ0CS0 0.873665
xD xd NCFS000 0.961423
En en NP00000 1
un uno DI0MS0 0.987295
principio principio NCMS000 0.992958
no no RN 0.998134
sabíamos saber VMII1P0 1
tampoco tampoco RG 1
qué qué PT0CN000 0.687592
significaba significar VMII3S0 0.65
... ... Fs 1
aunque aunque CC 1
ayer ayer RG 0.567873
, , Fc 1
para para SPS00 0.999103
poner poner VMN0000 1
dos 2 Z 0.991679
mantas manta NCFP000 1
a a SPS00 0.996023
lavar lavar VMN0000 1
con con SPS00 1
un uno DI0MS0 0.987295
pijama pijama NCMS000 1
de de SPS00 1
el el DA0MS0 1
mismo mismo AQ0MS0 0.968254
color color NCMS000 1
, , Fc 1
vi ver VMIS1S0 1
que que CS 0.437483
cuándo cuándo PT000000 0.962963
hay haber VMIP3S0 1
demasiado demasiado RG 0.946721
peso peso NCMS000 0.991071
y y CC 0.999962
está estar VAIP3S0 0.999201
sobrecargada sobrecargar VMP00SF 1
, , Fc 1
la el DA0FS0 0.972269
luz luz NCFS000 1
que que PR0CN000 0.562517
lleva llevar VMIP3S0 0.994792
arriba arriba RG 0.986014
no no RN 0.998134
se se P00CN000 0.465639
enciende encender VMIP3S0 0.994868
y y CC 0.999962
significa significar VMIP3S0 0.991071
que que CS 0.437483
tienes tener VMIP2S0 1
que que CS 0.437483
quitar quitar VMN0000 1
ropa ropa NCFS000 1
. . Fp 1

RESULTADO_DE_LOS_LAVADOS resultado_de_los_lavados NP00000 1
: : Fd 1
Por por SPS00 1
ahora ahora RG 1
no no RN 0.998134
nos nos PP1CP000 0.935743
podemos poder VMIP1P0 0.982301
quejar quejar VMN0000 1
... ... Fs 1
lava lavar VMIP3S0 0.450743
bastante bastante RG 0.776824
bien bien RG 0.902728
las el DA0FP0 0.970954
cosas cosa NCFP000 0.997312
. . Fp 1

También también RG 1
es ser VSIP3S0 1
verdad verdad NCFS000 1
que que CS 0.437483
las el DA0FP0 0.970954
prendas prenda NCFP000 0.95625
que que PR0CN000 0.562517
ponemos poner VMIP1P0 1
no no RN 0.998134
es ser VSIP3S0 1
que que CS 0.437483
estén estar VASP3P0 0.909091
sucísimas sucio AQSFP0 1
, , Fc 1
como como CS 0.999289
por_ejemplo por_ejemplo RG 1
pasaba pasar VMII3S0 0.55002
en en SPS00 1
Inglaterra inglaterra NP00000 1
por por SPS00 1
el el DA0MS0 1
tema tema NCMS000 0.980519
de de SPS00 1
el el DA0MS0 1
barro barro NCMS000 0.948888
. . Fp 1

Parece parecer VMIP3S0 0.997449
que que CS 0.437483
si si CS 0.99954
pones poner VMIP2S0 1
prendas prenda NCFP000 0.95625
bastante bastante RG 0.776824
limpitas limpio AQDFP0 1
, , Fc 1
lo el DA0NS0 0.457533
típico típico AQ0MS0 1
de de SPS00 0.999984
dar dar VMN0000 1
le le PP3CSD00 1
un uno DI0MS0 0.987295
" " Fe 1
; ; Fx 1
fregao fregao AQ0MS0 1
" " Fe 1
; ; Fx 1
, , Fc 1
la el DA0FS0 0.972269
lavadora lavadora NCFS000 0.414738
cumple cumplir VMIP3S0 0.987805
. . Fp 1

Ahora ahora RG 1
sería ser VSIC1S0 0.5
meter meter VMN0000 1
le le PP3CSD00 1
barro barro NCMS000 0.948888
o o CC 0.999769
manchas mancha NCFP000 0.973497
difíciles difícil AQ0CP0 1
de de SPS00 0.999984
quitar quitar VMN0000 1
para para SPS00 0.999103
ver ver VMN0000 0.997382
si si CS 0.99954
trabaja trabajar VMIP3S0 0.994868
bien bien RG 0.902728
. . Fp 1

Lo el DA0NS0 0.457533
que que PR0CN000 0.562517
más más RG 1
gracia gracia NCFS000 1
me me PP1CS000 0.89124
hace hacer VMIP3S0 1
de de SPS00 0.999984
ésta este PD0FS000 1
lavadora lavador AQ0FS0 0.585262
, , Fc 1
es ser VSIP3S0 1
cuándo cuándo PT000000 0.962963
hace hacer VMIP3S0 1
el el DA0MS0 1
centrifugado centrifugado NCMS000 0.308252
. . Fp 1

La el DA0FS0 0.972269
primera 1 AO0FS0 0.997382
vez vez NCFS000 1
nos nos PP1CP000 0.935743
reíamos reír VMII1P0 1
muchísimo mucho PI0MS000 0.263158
, , Fc 1
porque porque CS 1
como como CS 0.999289
también también RG 1
pasa pasar VMIP3S0 0.985294
en en SPS00 1
casa casa NCFS000 0.979058
, , Fc 1
la el DA0FS0 0.972269
lavadora lavadora NCFS000 0.414738
cuándo cuándo PT000000 0.962963
tiene tener VMIP3S0 1
que que CS 0.437483
hacer hacer VMN0000 1
ese ese DD0MS0 0.986111
trabajo trabajo NCMS000 0.949029
, , Fc 1
el el DA0MS0 1
de de SPS00 0.999984
escurrir escurrir VMN0000 1
la el DA0FS0 0.972269
ropa ropa NCFS000 1
( ( Fpa 1
centrifugado centrifugado NCMS000 0.308252
) ) Fpt 1
se se P00CN000 0.465639
vuelve volver VMIP3S0 0.987805
como como CS 0.999289
loca loco AQ0FS0 0.657077
jajajajaja jajajajaja NCFS000 0.648545
. . Fp 1

Menos menos RG 1
mal mal RG 0.497537
que que CS 0.437483
está estar VAIP3S0 0.999201
bien bien RG 0.902728
encajada encajar VMP00SF 1
en en SPS00 1
su su DP3CS0 1
sitio sitio NCMS000 0.980769
, , Fc 1
que que PR0CN000 0.562517
sino sino CC 0.986453
es ser VSIP3S0 1
capaz capaz AQ0CS0 1
de de SPS00 0.999984
que que PR0CN000 0.562517
se se P00CN000 0.465639
sale salir VMIP3S0 0.814516
y y CC 0.999962
todo todo DI0MS0 0.560961
xD xd NCFS000 0.961423
De de NP00000 1
verdad verdad NCFS000 1
que que PR0CN000 0.562517
empieza empezar VMIP3S0 0.97619
eso ese PD0NS000 1
a a SPS00 0.996023
vibrar vibrar VMN0000 1
y y CC 0.999962
a a SPS00 0.996023
hacer hacer VMN0000 1
unos uno DI0MP0 0.883987
ruidos ruido NCMP000 1
... ... Fs 1
¡ ¡ Faa 1
de de SPS00 0.999984
tela tela NCFS000 1
! ! Fat 1

Aunque aunque CC 1
parece parecer VMIP3S0 0.997449
que que CS 0.437483
por por SPS00 1
ahora ahora RG 1
, , Fc 1
no no RN 0.998134
me me PP1CS000 0.89124
está estar VAIP3S0 0.999201
encogiendo encoger VMG0000 1
la el DA0FS0 0.972269
ropa ropa NCFS000 1
... ... Fs 1
bueno bueno I 0.548077
, , Fc 1
las el DA0FP0 0.970954
mallas malla NCFP000 0.973497
que que PR0CN000 0.562517
metí meter VMIS1S0 1
parecen parecer VMIP3P0 1
algo algo PI0CS000 0.900246
más más RG 1
cortas corto AQ0FP0 0.38719
, , Fc 1
pero pero CC 0.999764
quiero querer VMIP1S0 1
pensar pensar VMN0000 1
que que CS 0.437483
es ser VSIP3S0 1
porque porque CS 1
me me PP1CS000 0.89124
he haber VAIP1S0 0.993808
engordado engordar VMP00SM 1
un uno DI0MS0 0.987295
poquitín poquitín NCMS000 1
y y CC 0.999962
no no RN 0.998134
por por SPS00 1
culpa culpa NCFS000 0.953488
de de SPS00 0.999984
la el DA0FS0 0.972269
lavadora lavadora NCFS000 0.414738
... ... Fs 1
OPINIÓN_PERSONAL opinión_personal NP00000 1
: : Fd 1
No no RN 0.998045
se se P00CN000 0.465639
trata tratar VMIP3S0 0.960396
de de SPS00 0.999984
una uno DI0FS0 0.951575
de de SPS00 0.999984
las el DA0FP0 0.970954
mejores mejor AQ0CP0 0.992424
lavadoras lavadora NCFP000 0.411969
de de SPS00 1
el el DA0MS0 1
mercado mercado NCMS000 0.97619
, , Fc 1
claro claro RG 0.496212
está estar VAIP3S0 0.999201
... ... Fs 1
hay haber VMIP3S0 1
que que CS 0.437483
pensar pensar VMN0000 1
que que CS 0.437483
estamos estar VAIP1P0 1
de de SPS00 0.999984
alquiler alquiler NCMS000 1
por por SPS00 1
cinco 5 Z 0.995868
meses mes NCMP000 0.992424
y y CC 0.999962
el el DA0MS0 1
propietario propietario NCMS000 0.6426
no no RN 0.998134
nos nos PP1CP000 0.935743
va ir VMIP3S0 1
a a SPS00 0.996023
poner poner VMN0000 1
los el DA0MP0 0.976481
mejores mejor AQ0CP0 0.992424
electrodomésticos electrodoméstico NCMP000 0.432737
, , Fc 1
pero pero CC 0.999764
por por SPS00 1
ahora ahora RG 1
la el DA0FS0 0.972269
lavadora lavadora NCFS000 0.414738
va ir VMIP3S0 1
funcionando funcionar VMG0000 1
correctamente correctamente RG 1
, , Fc 1
pese_a pese_a SPS00 1
que que PR0CN000 0.562517
es ser VSIP3S0 1
una uno DI0FS0 0.951575
marca marca NCFS000 0.972603
totalmente totalmente RG 1
desconocida desconocer VMP00SF 0.691767
y y CC 0.999962
que que CS 0.437483
yo yo PP1CSN00 1
, , Fc 1
si si CS 0.99954
la lo PP3FSA00 0.0277039
tuviera tener VMSI3S0 0.65
que que CS 0.437483
comprar comprar VMN0000 1
, , Fc 1
no no RN 0.998134
me me PP1CS000 0.89124
fiaría fiar VMIC3S0 0.500097
demasiado demasiado RG 0.946721
. . Fp 1

Hay haber VMIP3S0 1
bastantes bastante DI0CP0 0.721839
pegas pega NCFP000 0.674118
que que PR0CN000 0.562517
le le PP3CSD00 1
