Hola hola I 1
instrucciones instrucción NCFP000 1
, , Fc 1
que que PR0CN000 0.562517
es ser VSIP3S0 1
una uno DI0FS0 0.951575
manía manía NCFS000 0.953488
que que PR0CN000 0.562517
tengo tener VMIP1S0 1
cuando cuando CS 0.985595
compro comprar VMIP1S0 1
algún alguno DI0MS0 1
aparato aparato NCMS000 1
nuevo nuevo AQ0MS0 1
: : Fd 1
- - Fg 1
Primero primero RG 0.372951
he haber VMIP1S0 0.00309598
de de SPS00 0.999984
decir decir VMN0000 0.997512
, , Fc 1
que que PR0CN000 0.562517
elegimos elegir VMIP1P0 0.505255
el el DA0MS0 1
ciclo ciclo NCMS000 0.973497
de de SPS00 0.999984
lavado lavado NCMS000 0.308275
que que PR0CN000 0.562517
queremos querer VMIP1P0 1
, , Fc 1
es ser VSIP3S0 1
decir decir VMN0000 0.997512
, , Fc 1
si si CS 0.99954
estamos estar VAIP1P0 1
lavando lavar VMG0000 1
ropa ropa NCFS000 1
muy muy RG 1
sucia sucio AQ0FS0 1
, , Fc 1
si si CS 0.99954
queremos querer VMIP1P0 1
simplemente simplemente RG 1
enjuagar enjuagar VMN0000 1
la lo PP3FSA00 1
, , Fc 1
si si CS 0.99954
es ser VSIP3S0 1
ropa ropa NCFS000 1
deportiva deportivo AQ0FS0 1
, , Fc 1
etc etcétera Fs 1
, , Fc 1
esto este PD0NS000 1
, , Fc 1
en en SPS00 1
el el DA0MS0 1
caso caso NCMS000 0.99812
de de SPS00 0.999984
vivir vivir VMN0000 0.995495
una uno DI0FS0 0.951575
persona persona NCFS000 0.98773
sola solo AQ0FS0 1
, , Fc 1
es ser VSIP3S0 1
muy muy RG 1
importante importante AQ0CS0 1
, , Fc 1
para para SPS00 0.999103
el el DA0MS0 1
ahorro ahorro NCMS000 0.973453
de de SPS00 0.999984
agua agua NCCS000 0.99177
, , Fc 1
por por SPS00 1
que que PR0CN000 0.562517
, , Fc 1
él él PP3MS000 1
mismo mismo AQ0MS0 0.968254
, , Fc 1
en en SPS00 1
función función NCFS000 1
de de SPS00 1
el el DA0MS0 1
peso peso NCMS000 0.991071
de de SPS00 0.999984
la el DA0FS0 0.972269
ropa ropa NCFS000 1
que que PR0CN000 0.562517
ponemos poner VMIP1P0 1
a a SPS00 0.996023
lavar lavar VMN0000 1
, , Fc 1
realizará realizar VMIF3S0 1
el el DA0MS0 1
consumo consumo NCMS000 0.948927
de de SPS00 0.999984
agua agua NCCS000 0.99177
proporcional proporcional AQ0CS0 1
a a SPS00 0.996023
este este DD0MS0 0.960092
, , Fc 1
además_de además_de SPS00 1
el el DA0MS0 1
tiempo tiempo NCMS000 1
. . Fp 1

- - Fg 1
La el DA0FS0 0.972269
verdad verdad NCFS000 1
que que PR0CN000 0.562517
desconocía desconocer VMII3S0 0.65
, , Fc 1
que que CS 0.437483
las el DA0FP0 0.970954
lavadoras lavadora NCFP000 0.411969
de de SPS00 0.999984
carga carga NCFS000 0.952569
frontal frontal AQ0CS0 0.657209
gastan gastar VMIP3P0 1
, , Fc 1
generalmente generalmente RG 1
, , Fc 1
menos menos RG 1
energía energía NCFS000 1
y y CC 0.999962
agua agua NCCS000 0.99177
que que CS 0.437483
las el DA0FP0 0.970954
de de SPS00 0.999984
carga carga NCFS000 0.952569
superior superior AQ0CS0 0.992424
, , Fc 1
aunque aunque CC 1
tenía tener VMII3S0 0.63448
claro claro RG 0.496212
que que CS 0.437483
la lo PP3FSA00 0.0277039
quería querer VMII3S0 0.61
frontal frontal AQ0CS0 0.657209
, , Fc 1
ya_que ya_que CS 1
si si CS 0.99954
no no RN 0.998134
, , Fc 1
a a SPS00 0.996023
ver ver VMN0000 0.997382
donde donde PR000000 0.967437
iba ir VMII3S0 0.635011
a a SPS00 0.996023
poner poner VMN0000 1
la el DA0FS0 0.972269
secadora secadora NCFS000 0.414738
. . Fp 1

- - Fg 1
La el DA0FS0 0.972269
elección elección NCFS000 1
de de SPS00 0.999984
si si CS 0.99954
usamos usar VMIP1P0 0.575021
agua agua NCCS000 0.99177
caliente caliente AQ0CS0 0.944444
o o CC 0.999769
fría frío AQ0FS0 0.955319
para para SPS00 0.999103
el el DA0MS0 1
lavado lavado NCMS000 0.308275
, , Fc 1
la lo PP3FSA00 0.0277039
hacemos hacer VMIP1P0 1
nosotros nosotros PP1MP000 1
en en SPS00 1
el el DA0MS0 1
momento momento NCMS000 1
de de SPS00 0.999984
ponerla_en_funcionamiento poner_en_funcionamiento VMN0000 1
, , Fc 1
además además RG 1
esta este DD0FS0 0.986779
lavadora lavadora NCFS000 0.414738
, , Fc 1
según según SPS00 0.995943
me me PP1CS000 0.89124
explicó explicar VMIS3S0 1
y y CC 0.999962
viene venir VMIP3S0 1
en en SPS00 1
el el DA0MS0 1
folleto folleto NCMS000 1
( ( Fpa 1
que que PR0CN000 0.562517
me me PP1CS000 0.89124
lo lo PP3CNA00 0.271177
he haber VAIP1S0 0.993808
leído leer VMP00SM 1
de de SPS00 0.999984
arriba arriba RG 0.986014
a a SPS00 0.996023
bajo bajo NCMS000 0.040146
) ) Fpt 1
está estar VAIP3S0 0.999201
fabricada fabricar VMP00SF 1
con con SPS00 1
un uno DI0MS0 0.987295
sistema sistema NCMS000 1
bi-térmico bi-térmico AQ0MS0 1
, , Fc 1
muy muy RG 1
común común AQ0CS0 1
en en SPS00 1
las el DA0FP0 0.970954
mismas mismo AQ0FP0 0.983871
hoy hoy NCMS000 0.116858
en en SPS00 1
día día NCMS000 1
, , Fc 1
esto este PD0NS000 1
quiere querer VMIP3S0 0.996454
decir decir VMN0000 0.997512
, , Fc 1
que que CS 0.437483
tiene tener VMIP3S0 1
dos 2 Z 0.991679
tomas toma NCFP000 0.973494
de de SPS00 0.999984
agua agua NCCS000 0.99177
independientes independiente AQ0CP0 1
: : Fd 1
una uno DI0FS0 0.951575
para para SPS00 0.999103
el el DA0MS0 1
agua agua NCCS000 0.99177
fría frío AQ0FS0 0.955319
y y CC 0.999962
otra otro PI0FS000 0.196101
para para SPS00 0.999103
el el DA0MS0 1
agua agua NCCS000 0.99177
caliente caliente AQ0CS0 0.944444
. . Fp 1

De de SPS00 0.999984
este este DD0MS0 0.960092
modo modo NCMS000 1
, , Fc 1
el el DA0MS0 1
agua agua NCCS000 0.99177
caliente caliente AQ0CS0 0.944444
se se P00CN000 0.465639
toma tomar VMIP3S0 0.548387
de de SPS00 1
el el DA0MS0 1
circuito circuito NCMS000 1
de de SPS00 1
el el DA0MS0 1
calentador calentador NCMS000 0.522775
o o CC 0.999769
caldera caldera NCFS000 1
, , Fc 1
reduciendo reducir VMG0000 1
un uno DI0MS0 0.987295
25_% 25/100 Zp 1
el el DA0MS0 1
tiempo tiempo NCMS000 1
de de SPS00 0.999984
lavado lavado NCMS000 0.308275
y y CC 0.999962
ahorrando ahorrar VMG0000 1
energía energía NCFS000 1
. . Fp 1

- - Fg 1
Las el DA0FP0 0.970954
lavadoras lavadora NCFP000 0.411969
con con SPS00 1
sonda sonda NCFS000 0.84692
de de SPS00 0.999984
agua agua NCCS000 0.99177
, , Fc 1
que que PR0CN000 0.562517
miden medir VMIP3P0 1
la el DA0FS0 0.972269
suciedad suciedad NCFS000 1
de de SPS00 1
el el DA0MS0 1
agua agua NCCS000 0.99177
y y CC 0.999962
no no RN 0.998134
la lo PP3FSA00 0.0277039
cambian cambiar VMIP3P0 1
hasta hasta SPS00 0.957698
que que CS 0.437483
sea ser VSSP1S0 0.487293
necesario necesario AQ0MS0 1
hacer hacer VMN0000 1
lo lo PP3CNA00 0.5 lo PP3MSA00 0.5
, , Fc 1
reducen reducir VMIP3P0 1
de de SPS00 0.999984
manera manera NCFS000 1
importante importante AQ0CS0 1
el el DA0MS0 1
consumo consumo NCMS000 0.948927
de de SPS00 0.999984
agua agua NCCS000 0.99177
y y CC 0.999962
de de SPS00 0.999984
energía energía NCFS000 1
, , Fc 1
este este PD0MS000 0.0314658
es ser VSIP3S0 1
un uno DI0MS0 0.987295
sistema sistema NCMS000 1
que que PR0CN000 0.562517
es ser VSIP3S0 1
muy muy RG 1
normal normal AQ0CS0 0.986111
que que CS 0.437483
traigan traer VMSP3P0 0.885893
las el DA0FP0 0.970954
lavadoras lavadora NCFP000 0.411969
nuevas nuevo AQ0FP0 0.991803
. . Fp 1

Después_de después_de SPS00 1
este este DD0MS0 0.960092
rollo rollo NCMS000 1
de de SPS00 0.999984
curiosidades curiosidad NCFP000 1
a a SPS00 0.996023
la el DA0FS0 0.972269
hora hora NCFS000 1
de de SPS00 0.999984
la el DA0FS0 0.972269
compra compra NCFS000 0.561644
de de SPS00 0.999984
una uno DI0FS0 0.951575
lavadora lavadora NCFS000 0.414738
, , Fc 1
voy ir VMIP1S0 1
a a SPS00 0.996023
entrar entrar VMN0000 1
propiamente propiamente RG 1
en en SPS00 1
el el DA0MS0 1
manejo manejo NCMS000 0.973494
y y CC 0.999962
funcionamiento funcionamiento NCMS000 1
de de SPS00 0.999984
la el DA0FS0 0.972269
misma mismo AQ0FS0 0.924757
. . Fp 1

---------------------------------------------------- ---------------------------------------------------- Fz 1
MANEJO_Y_FUNCIONES_DE_LA_MISMA manejo_y_funciones_de_la_misma NP00000 1
---------------------------------------------------- ---------------------------------------------------- Fz 1
La la NP00000 1
verdad verdad NCFS000 1
que que PR0CN000 0.562517
he haber VMIP1S0 0.00309598
de de SPS00 0.999984
decir decir VMN0000 0.997512
que que CS 0.437483
me me PP1CS000 0.89124
parece parecer VMIP3S0 0.997449
muy muy RG 1
sencilla sencillo AQ0FS0 1
y y CC 0.999962
fácil fácil AQ0CS0 1
de de SPS00 0.999984
manejar manejar VMN0000 1
la el DA0FS0 0.972269
misma mismo AQ0FS0 0.924757
, , Fc 1
ya_que ya_que CS 1
en en SPS00 1
el el DA0MS0 1
panel panel NCMS000 1
de de SPS00 0.999984
la el DA0FS0 0.972269
misma mismo AQ0FS0 0.924757
, , Fc 1
donde donde PR000000 0.967437
se se P00CN000 0.465639
sitúan situar VMIP3P0 1
los el DA0MP0 0.976481
botones botón NCMP000 0.648923
tiene tener VMIP3S0 1
la el DA0FS0 0.972269
información información NCFS000 1
necesaria necesario AQ0FS0 1
para para SPS00 0.999103
la el DA0FS0 0.972269
elección elección NCFS000 1
de de SPS00 1
el el DA0MS0 1
ciclo ciclo NCMS000 0.973497
de de SPS00 0.999984
lavado lavado NCMS000 0.308275
y y CC 0.999962
demás demás DI0CP0 0.216312
funciones función NCFP000 0.980769
, , Fc 1
que que PR0CN000 0.562517
detallo detallar VMIP1S0 1
a a SPS00 0.996023
continuación continuación NCFS000 1
: : Fd 1
En en SPS00 1
primer 1 AO0MS0 1
lugar lugar NCMS000 1
, , Fc 1
introducimos introducir VMIP1P0 1
la el DA0FS0 0.972269
ropa ropa NCFS000 1
y y CC 0.999962
cerramos cerrar VMIP1P0 0.649988
la el DA0FS0 0.972269
puerta puerta NCFS000 1
, , Fc 1
en en SPS00 1
la el DA0FS0 0.972269
parte parte NCFS000 0.499183
derecha derecho AQ0FS0 0.253086
de de SPS00 1
el el DA0MS0 1
panel panel NCMS000 1
, , Fc 1
aparece aparecer VMIP3S0 0.991803
la el DA0FS0 0.972269
tecla tecla NCFS000 1
de de SPS00 0.999984
encendido encendido NCMS000 0.308233
, , Fc 1
la el DA0FS0 0.972269
cuál cuál PT0CS000 0.973684
la lo PP3FSA00 0.0277039
apretamos apretar VMIP1P0 0.625011
y y CC 0.999962
se se P00CN000 0.465639
enciende encender VMIP3S0 0.994868
un uno DI0MS0 0.987295
piloto piloto NCCS000 0.387588
rojo rojo AQ0MS0 0.462121
, , Fc 1
en_caso_de en_caso_de SPS00 1
parpadear parpadear VMN0000 1
el el DA0MS0 1
mismo mismo AQ0MS0 0.968254
, , Fc 1
nos nos PP1CP000 0.935743
indica indicar VMIP3S0 0.97619
que que CS 0.437483
la el DA0FS0 0.972269
puerta puerta NCFS000 1
está estar VAIP3S0 0.999201
mal mal RG 0.497537
cerrada cerrar VMP00SF 0.691767
. . Fp 1

Luego luego RG 0.996689
hacemos hacer VMIP1P0 1
las el DA0FP0 0.970954
selecciones selección NCFP000 0.995706
adecuadas adecuar VMP00PF 1
, , Fc 1
que que PR0CN000 0.562517
indico indicar VMIP1S0 1
a a SPS00 0.996023
continuación continuación NCFS000 1
, , Fc 1
y y CC 0.999962
le le PP3CSD00 1
damos dar VMIP1P0 1
a a SPS00 1
el el DA0MS0 1
botón botón NCMS000 1
de de SPS00 0.999984
inicio inicio NCMS000 0.973497
de de SPS00 0.999984
lavado lavado NCMS000 0.308275
, , Fc 1
que que PR0CN000 0.562517
se se P00CN000 0.465639
enciende encender VMIP3S0 0.994868
. . Fp 1

Luego luego RG 0.996689
, , Fc 1
en en SPS00 1
la el DA0FS0 0.972269
parte parte NCFS000 0.499183
izquierda izquierdo AQ0FS0 0.50727
se se P00CN000 0.465639
encuentra encontrar VMIP3S0 0.994186
el el DA0MS0 1
cajetín cajetín NCMS000 1
que que PR0CN000 0.562517
sacamos sacar VMIP1P0 0.649998
, , Fc 1
en en SPS00 1
él él PP3MS000 1
hay haber VMIP3S0 1
tres 3 Z 1
compartimentos compartimento NCMP000 1
o o CC 0.999769
divisiones división NCFP000 1
, , Fc 1
uno uno PI0MS000 0.969022
para para SPS00 0.999103
los el DA0MP0 0.976481
polvos polvo NCMP000 1
( ( Fpa 1
identificado identificar VMP00SM 1
con con SPS00 1
el el DA0MS0 1
número número NCMS000 1
1 1 Z 1
) ) Fpt 1
, , Fc 1
el el DA0MS0 1
siguiente siguiente AQ0CS0 1
es ser VSIP3S0 1
para para SPS00 0.999103
el el DA0MS0 1
caso caso NCMS000 0.99812
de de SPS00 0.999984
utilizar utilizar VMN0000 1
polvos polvo NCMP000 1
de de SPS00 0.999984
lavado lavado NCMS000 0.308275
especial especial AQ0CS0 1
, , Fc 1
como como CS 0.999289
el el DA0MS0 1
caso caso NCMS000 0.99812
de de SPS00 1
el el DA0MS0 1
Dixan dixan NP00000 1
, , Fc 1
y y CC 0.999962
el el DA0MS0 1
último último AO0MS0 1
para para SPS00 0.999103
el el DA0MS0 1
suavizante suavizante NCCS000 0.342742
, , Fc 1
esto este PD0NS000 1
es ser VSIP3S0 1
número número NCMS000 1
3 3 Z 1
. . Fp 1

Y y CC 0.999962
ya ya RG 0.999395
encontramos encontrar VMIP1P0 0.65
tres 3 Z 1
ruedas rueda NCFP000 0.97619
, , Fc 1
con con SPS00 1
diferentes diferente AQ0CP0 1
funciones función NCFP000 0.980769
cada cada DI0CS0 1
una uno PI0FS000 0.0267135
, , Fc 1
que que PR0CN000 0.562517
hemos haber VMIP1P0 0.00469484
de de SPS00 0.999984
seleccionar seleccionar VMN0000 1
según según SPS00 0.995943
queramos querer VMSP1P0 0.769229
: : Fd 1
- - Fg 1
Primera 1 AO0FS0 0.994778
rueda rueda NCFS000 0.72093
: : Fd 1
elección elección NCFS000 1
de de SPS00 0.999984
si si CS 0.99954
queremos querer VMIP1P0 1
agua agua NCCS000 0.99177
fría frío AQ0FS0 0.955319
, , Fc 1
o_bien o_bien CC 1
elegir elegir VMN0000 1
la el DA0FS0 0.972269
temperatura temperatura NCFS000 1
, , Fc 1
en en SPS00 1
los el DA0MP0 0.976481
intervalos intervalo NCMP000 1
que que PR0CN000 0.562517
nos nos PP1CP000 0.935743
dan dar VMIP3P0 1
de de SPS00 0.999984
la el DA0FS0 0.972269
misma mismo AQ0FS0 0.924757
. . Fp 1

- - Fg 1
Segunda 2 AO0FS0 0.977143
rueda rueda NCFS000 0.72093
: : Fd 1
La el DA0FS0 0.972269
elección elección NCFS000 1
de de SPS00 0.999984
las el DA0FP0 0.970954
revoluciones revolución NCFP000 0.995706
que que PR0CN000 0.562517
queremos querer VMIP1P0 1
para para SPS00 0.999103
que que CS 0.437483
nos nos PP1CP000 0.935743
haga hacer VMSP1S0 0.451327
el el DA0MS0 1
centrifugado centrifugado NCMS000 0.308252
de de SPS00 0.999984
la el DA0FS0 0.972269
misma mismo AQ0FS0 0.924757
, , Fc 1
o_bien o_bien CC 1
, , Fc 1
sino sino CC 0.986453
, , Fc 1
podemos poder VMIP1P0 0.982301
elegir elegir VMN0000 1
que que CS 0.437483
sin sin SPS00 1
centrifugado centrifugado NCMS000 0.308252
, , Fc 1
cosa cosa NCFS000 0.991279
que que PR0CN000 0.562517
yo yo PP1CSN00 1
no no RN 0.998134
hago hacer VMIP1S0 1
, , Fc 1
a a SPS00 0.996023
mí mí PP1CSO00 1
en en SPS00 1
la el DA0FS0 0.972269
situación situación NCFS000 1
de de SPS00 0.999984
1000 1000 Z 1
que que PR0CN000 0.562517
