OTSEIN_LTOH otsein_ltoh NP00000 1
por por SPS00 1
5 5 Z 1
kilos kilo NCMP000 1
. . Fp 1

Luego luego RG 0.996689
tenemos tener VMIP1P0 1
el el DA0MS0 1
compartimento compartimento NCMS000 0.973494
con con SPS00 1
el el DA0MS0 1
triángulo triángulo NCMS000 0.627141
que que PR0CN000 0.562517
es ser VSIP3S0 1
para para SPS00 0.999103
la el DA0FS0 0.972269
lejía lejía NCFS000 1
, , Fc 1
la el DA0FS0 0.972269
cantidad cantidad NCFS000 1
recomendada recomendar VMP00SF 0.553336
es ser VSIP3S0 1
de de SPS00 0.999984
7 7 Z 1
cl centilitro NCMN000 1
. . Fp 1

Y y CC 0.999962
por por SPS00 1
último último AO0MS0 1
la el DA0FS0 0.972269
flor flor NCFS000 1
, , Fc 1
que que PR0CN000 0.562517
sirve servir VMIP3S0 0.980769
para para SPS00 0.999103
los el DA0MP0 0.976481
suavizantes suavizante NCCP000 0.34273
, , Fc 1
su su DP3CS0 1
cantidad cantidad NCFS000 1
recomendada recomendar VMP00SF 0.553336
es ser VSIP3S0 1
de de SPS00 0.999984
5 5 Z 1
cl centilitro NCMN000 1
. . Fp 1

La el DA0FS0 0.972269
cubeta cubeta NCFS000 1
de de SPS00 1
el el DA0MS0 1
detergente detergente AQ0CS0 0.50727
cuenta cuenta NCFS000 0.774691
con con SPS00 1
un uno DI0MS0 0.987295
control control NCMS000 1
de de SPS00 0.999984
nivel nivel NCMS000 1
, , Fc 1
con con SPS00 1
dos 2 Z 0.991679
rayas raya NCFP000 0.95625
de de SPS00 0.999984
un uno DI0MS0 0.987295
mínimo mínimo NCMS000 0.34273
y y CC 0.999962
un uno DI0MS0 0.987295
máximo máximo AQ0MS0 0.986111
en en SPS00 1
cada cada DI0CS0 1
cavidad cavidad NCFS000 1
. . Fp 1

El el DA0MS0 1
zócalo zócalo NCMS000 1
que que PR0CN000 0.562517
está estar VAIP3S0 0.999201
en en SPS00 1
la el DA0FS0 0.972269
parte parte NCFS000 0.499183
inferior inferior AQ0CS0 0.97619
, , Fc 1
que que PR0CN000 0.562517
silo silo NCMS000 1
quitamos quitar VMIP1P0 0.625011
encontramos encontrar VMIP1P0 0.65
el el DA0MS0 1
filtro filtro NCMS000 0.96098
y y CC 0.999962
el el DA0MS0 1
carro carro NCMS000 1
de de SPS00 0.999984
ruedas rueda NCFP000 0.97619
. . Fp 1

Tiene tener VMIP3S0 1
un uno DI0MS0 0.987295
dispositivo dispositivo NCMS000 0.41773
de de SPS00 0.999984
seguridad seguridad NCFS000 1
de de SPS00 0.999984
2 2 Z 1
minutos minuto NCMP000 0.991071
que que PR0CN000 0.562517
impide impedir VMIP3S0 0.994868
la el DA0FS0 0.972269
apertura apertura NCFS000 1
inmediata inmediato AQ0FS0 1
de de SPS00 0.999984
la el DA0FS0 0.972269
tapa tapa NCFS000 0.846937
a a SPS00 1
el el DA0MS0 1
terminar terminar VMN0000 1
el el DA0MS0 1
lavado lavado NCMS000 0.308275
o o CC 0.999769
a a SPS00 1
el el DA0MS0 1
pausar pausar VMN0000 1
la lo PP3FSA00 1
. . Fp 1

LA_LIMPIEZA_DE_LA_MAQUINA_Por la_limpieza_de_la_maquina_por NP00000 1
fuera ser VSSI1S0 0.345494
con con SPS00 1
un uno DI0MS0 0.987295
paño paño NCMS000 1
húmedo húmedo AQ0MS0 1
tenemos tener VMIP1P0 1
más más RG 1
que que CS 0.437483
suficiente suficiente AQ0CS0 1
. . Fp 1

Esta este DD0FS0 0.986779
lavadora lavadora NCFS000 0.414738
necesita necesitar VMIP3S0 0.98913
poco poco DI0MS0 0.124231
mantenimiento mantenimiento NCMS000 1
, , Fc 1
secaremos secar VMIF1P0 1
la el DA0FS0 0.972269
goma goma NCFS000 1
de de SPS00 0.999984
acceso acceso NCMS000 1
a a SPS00 1
el el DA0MS0 1
tambor tambor NCMS000 1
, , Fc 1
la el DA0FS0 0.972269
cubeta cubeta NCFS000 1
y y CC 0.999962
sus su DP3CP0 0.999692
compartimentos compartimento NCMP000 1
, , Fc 1
el el DA0MS0 1
filtro filtro NCMS000 0.96098
y y CC 0.999962
poco poco PI0MS000 0.333333
más más RG 1
. . Fp 1

COMO_LIMPIAMOS_LA_CUBETA_DE_EL_DETERGENTE_La como_limpiamos_la_cubeta_de_el_detergente_la NP00000 1
sacaremos sacar VMIF1P0 1
de de SPS00 0.999984
su su DP3CS0 1
cajetín cajetín NCMS000 1
, , Fc 1
tiene tener VMIP3S0 1
cuatro 4 Z 1
compartimentos compartimento NCMP000 1
, , Fc 1
prelavado prelavar VMP00SM 0.691725
, , Fc 1
lavado lavar VMP00SM 0.691725
, , Fc 1
lejía lejía NCFS000 1
y y CC 0.999962
suavizante suavizante AQ0CS0 0.657258
. . Fp 1

Lo lo PP3CNA00 0.271177
pondremos poner VMIF1P0 1
debajo_de debajo_de SPS00 1
el el DA0MS0 1
grifo grifo NCMS000 0.642704
, , Fc 1
cada cada DI0CS0 1
vez vez NCFS000 1
un uno DI0MS0 0.987295
compartimento compartimento NCMS000 0.973494
hasta hasta SPS00 0.957698
que que CS 0.437483
queden quedar VMSP3P0 0.885893
bien bien RG 0.902728
limpios limpio AQ0MP0 1
, , Fc 1
si si CS 0.99954
se se P00CN000 0.465639
resistiera resistir VMSI3S0 0.649992
algo algo PI0CS000 0.900246
de de SPS00 0.999984
suciedad suciedad NCFS000 1
podemos poder VMIP1P0 0.982301
limpiar limpiar VMN0000 1
lo lo PP3CNA00 0.5 lo PP3MSA00 0.5
con con SPS00 1
un uno DI0MS0 0.987295
pincel pincel NCMS000 1
a a SPS00 0.996023
su su DP3CS0 1
medida medida NCFS000 0.892157
. . Fp 1

En en SPS00 1
los el DA0MP0 0.976481
compartimentos compartimento NCMP000 1
de de SPS00 0.999984
lejía lejía NCFS000 1
y y CC 0.999962
suavizante suavizante AQ0CS0 0.657258
, , Fc 1
tendremos tener VMIF1P0 1
que que CS 0.437483
sacar sacar VMN0000 1
los el DA0MP0 0.976481
dos 2 Z 0.991679
sifones sifón NCMP000 1
M m NP00000 1
que que PR0CN000 0.562517
se se P00CN000 0.465639
encuentran encontrar VMIP3P0 1
en en SPS00 1
la el DA0FS0 0.972269
partes parte NCFP000 0.498623
superior superior AQ0CS0 0.992424
tirando tirar VMG0000 1
hacia hacia SPS00 1
fuera fuera RG 0.302575
. . Fp 1

Una uno DI0FS0 0.951575
vez vez NCFS000 1
limpios limpio AQ0MP0 1
los lo PP3MPA00 0.0234632
volvemos volver VMIP1P0 1
a a SPS00 0.996023
colocar colocar VMN0000 1
en en SPS00 1
su su DP3CS0 1
sitio sitio NCMS000 0.980769
y y CC 0.999962
ya ya RG 0.999395
hemos haber VAIP1P0 0.99061
completado completar VMP00SM 1
la el DA0FS0 0.972269
limpieza limpieza NCFS000 1
de de SPS00 0.999984
la el DA0FS0 0.972269
cubeta cubeta NCFS000 1
. . Fp 1

COMO_LIMPIAMOS_EL_FILTRO_Pondremos como_limpiamos_el_filtro_pondremos NP00000 1
un uno DI0MS0 0.987295
recipiente recipiente NCMS000 1
para para SPS00 0.999103
recoger recoger VMN0000 1
agua agua NCCS000 0.99177
. . Fp 1

Posicionaremos posicionar VMIF1P0 1
la el DA0FS0 0.972269
palanca palanca NCFS000 1
de de SPS00 1
el el DA0MS0 1
carro carro NCMS000 1
de de SPS00 0.999984
ruedas rueda NCFP000 0.97619
en en SPS00 1
el el DA0MS0 1
centro centro NCMS000 0.992958
de de SPS00 0.999984
la el DA0FS0 0.972269
parte parte NCFS000 0.499183
delantera delantero AQ0FS0 0.357302
de de SPS00 0.999984
la el DA0FS0 0.972269
lavadora lavadora NCFS000 0.414738
para para SPS00 0.999103
facilitar facilitar VMN0000 1
la el DA0FS0 0.972269
salida salida NCFS000 0.847222
de de SPS00 1
el el DA0MS0 1
agua agua NCCS000 0.99177
. . Fp 1

Presionaremos presionar VMIF1P0 1
los el DA0MP0 0.976481
pestillos pestillo NCMP000 1
y y CC 0.999962
quitaremos quitar VMIF1P0 1
el el DA0MS0 1
zócalo zócalo NCMS000 1
. . Fp 1

Con con SPS00 1
un uno DI0MS0 0.987295
destornillador destornillador NCMS000 0.342764
quitaremos quitar VMIF1P0 1
el el DA0MS0 1
tornillo tornillo NCMS000 1
que que PR0CN000 0.562517
bloquea bloquear VMIP3S0 0.994867
el el DA0MS0 1
filtro filtro NCMS000 0.96098
, , Fc 1
lo lo PP3CNA00 0.271177
giraremos girar VMIF1P0 1
, , Fc 1
lo lo PP3CNA00 0.271177
sacaremos sacar VMIF1P0 1
y y CC 0.999962
lo lo PP3CNA00 0.271177
limpiaremos limpiar VMIF1P0 1
, , Fc 1
lo lo PP3CNA00 0.271177
ponemos poner VMIP1P0 1
debajo_de debajo_de SPS00 1
el el DA0MS0 1
grifo grifo NCMS000 0.642704
y y CC 0.999962
se se P00CN000 0.465639
suele soler VMIP3S0 0.968085
ir ir VMN0000 1
toda todo DI0FS0 0.982026
la el DA0FS0 0.972269
porquería porquería NCFS000 1
. . Fp 1

Cuando cuando CS 0.985595
esté estar VASP1S0 0.495935
limpio limpio AQ0MS0 0.974389
lo lo PP3CNA00 0.271177
volvemos volver VMIP1P0 1
a a SPS00 0.996023
poner poner VMN0000 1
y y CC 0.999962
a a SPS00 0.996023
funcionar funcionar VMN0000 1
. . Fp 1

CONSEJOS_ANTES_DE_PONER_LA_ROPA_EN_EL_TAMBOR_Clasificaremos consejos_antes_de_poner_la_ropa_en_el_tambor_clasificaremos NP00000 1
la el DA0FS0 0.972269
ropa ropa NCFS000 1
según según SPS00 0.995943
su su DP3CS0 1
color color NCMS000 1
, , Fc 1
suciedad suciedad NCFS000 1
o o CC 0.999769
sensibilidad sensibilidad NCFS000 1
. . Fp 1

Para para SPS00 0.999103
tejidos tejido NCMP000 0.608233
muy muy RG 1
delicados delicado AQ0MP0 1
se se P00CN000 0.465639
aconseja aconsejar VMIP3S0 0.994868
el el DA0MS0 1
uso uso NCMS000 0.98913
de de SPS00 0.999984
una uno DI0FS0 0.951575
bolsa bolsa NCFS000 1
de de SPS00 0.999984
rejilla rejilla NCFS000 1
. . Fp 1

Vaciaremos vaciar VMIF1P0 1
bolsillos bolsillo NCMP000 1
, , Fc 1
cerraremos cerrar VMIF1P0 1
cremalleras cremallera NCFP000 1
, , Fc 1
ataremos atar VMIF1P0 1
cintas cinta NCFP000 0.973437
sueltas suelto AQ0FP0 0.305369
, , Fc 1
etc etcétera Fs 1
  Fz 1
. . Fp 1
. . Fp 1

Quitaremos quitar VMIF1P0 1
todos todo DI0MP0 0.624221
los el DA0MP0 0.976481
accesorios accesorio NCMP000 0.589769
metálicos metálico AQ0MP0 1
o o CC 0.999769
plásticos plástico AQ0MP0 0.45731
Si si NP00000 1
la el DA0FS0 0.972269
ropa ropa NCFS000 1
tiene tener VMIP3S0 1
manchas mancha NCFP000 0.973497
resistentes resistente AQ0CP0 0.65727
, , Fc 1
nada nada PI0CS000 0.850279
chicos chico NCMP000 0.993421
a a SPS00 0.996023
frotar frotar VMN0000 1
antes_de antes_de SPS00 1
meter meter VMN0000 1
en en SPS00 1
el el DA0MS0 1
tambor tambor NCMS000 1
, , Fc 1
o o CC 0.999769
con con SPS00 1
un uno DI0MS0 0.987295
detergente detergente NCMS000 0.49273
especial especial AQ0CS0 1
o o CC 0.999769
con con SPS00 1
pasta pasta NCFS000 0.962264
de de SPS00 0.999984
lavado lavado NCMS000 0.308275
. . Fp 1

Siempre siempre RG 1
meteremos meter VMIF1P0 1
la el DA0FS0 0.972269
ropa ropa NCFS000 1
desdoblada desdoblar VMP00SF 1
. . Fp 1

Meteremos meter VMIF1P0 1
las el DA0FP0 0.970954
prendas prenda NCFP000 0.95625
de de SPS00 0.999984
una uno DI0FS0 0.951575
en en SPS00 1
una uno DI0FS0 0.951575
para para SPS00 0.999103
observar observar VMN0000 1
bien bien RG 0.902728
el el DA0MS0 1
tejido tejido NCMS000 0.383875
. . Fp 1

Tendremos_en_cuenta tener_en_cuenta VMIF1P0 1
el el DA0MS0 1
peso peso NCMS000 0.991071
de de SPS00 0.999984
cada cada DI0CS0 1
carga carga NCFS000 0.952569
en en SPS00 1
los el DA0MP0 0.976481
diferentes diferente AQ0CP0 1
programas programa NCMP000 0.97619
. . Fp 1

Para para SPS00 0.999103
lavar lavar VMN0000 1
alfombras alfombra NCFP000 0.973497
, , Fc 1
colchas colcha NCFP000 0.973497
etc etcétera Fs 1
  Fz 1
, , Fc 1
evitaremos evitar VMIF1P0 1
el el DA0MS0 1
centrifugado centrifugado NCMS000 0.308252
pulsando pulsar VMG0000 1
la el DA0FS0 0.972269
tecla tecla NCFS000 1
de de SPS00 0.999984
exclusión exclusión NCFS000 1
de de SPS00 0.999984
centrifugado centrifugado NCMS000 0.308252
. . Fp 1

A a SPS00 0.996023
la el DA0FS0 0.972269
hora hora NCFS000 1
de de SPS00 0.999984
lavar lavar VMN0000 1
ropa ropa NCFS000 1
de de SPS00 0.999984
baño baño NCMS000 0.983871
, , Fc 1
no no RN 0.998134
pondremos poner VMIF1P0 1
sólo sólo RG 1
toallas toalla NCFP000 1
lo lo PP3CNA00 0.271177
mezclaremos mezclar VMIF1P0 1
con con SPS00 1
otras otro DI0FP0 0.734962
prendas prenda NCFP000 0.95625
. . Fp 1

SIMBOLOS_DE_LAVADO_Se simbolos_de_lavado_se NP00000 1
encuentran encontrar VMIP3P0 1
de de SPS00 0.999984
normal normal AQ0CS0 0.986111
en en SPS00 1
los el DA0MP0 0.976481
cuellos cuello NCMP000 1
y y CC 0.999962
costuras costura NCFP000 1
laterales lateral AQ0CP0 0.557357
de de SPS00 0.999984
las el DA0FP0 0.970954
prendas prenda NCFP000 0.95625
. . Fp 1

Estos este DD0MP0 0.998084
símbolos símbolo NCMP000 1
indican indicar VMIP3P0 1
: : Fd 1
Temperatura temperatura NCFS000 0.711763
máxima máximo AQ0FS0 0.65727
de de SPS00 0.999984
lavado lavado NCMS000 0.308275
. . Fp 1

Tipos tipo NCMP000 0.711763
de de SPS00 0.999984
limpieza limpieza NCFS000 1
a a SPS00 0.996023
que que PR0CN000 0.562517
pueden poder VMIP3P0 1
ser ser VSN0000 0.940705
o o CC 0.999769
no no RN 0.998134
ser ser VSN0000 0.940705
lavados lavar VMP00PM 0.601782
. . Fp 1

Productos producto NCMP000 0.552523
con con SPS00 1
los el DA0MP0 0.976481
que que PR0CN000 0.562517
pueden poder VMIP3P0 1
ser ser VSN0000 0.940705
y y CC 0.999962
no no RN 0.998134
ser ser VSN0000 0.940705
lavados lavar VMP00PM 0.601782
. . Fp 1

Tratamientos tratamientos NP00000 0.288237
para para SPS00 0.999103
su su DP3CS0 1
conservación conservación NCFS000 1
. . Fp 1

Temperaturas temperaturas NP00000 0.288237
y y CC 0.999962
formas forma NCFP000 0.93956
adecuadas adecuar VMP00PF 1
de de SPS00 0.999984
planchado planchado NCMS000 0.362779
. . Fp 1

Cuando cuando CS 0.985595
hay haber VMIP3S0 1
una uno DI0FS0 0.951575
cubeta cubeta NCFS000 1
son ser VSIP3P0 0.988842
las el DA0FP0 0.970954
instrucciones instrucción NCFP000 1
de de SPS00 0.999984
lavado lavado NCMS000 0.308275
, , Fc 1
no no RN 0.998134
lavar lavar VMN0000 1
, , Fc 1
lavar lavar VMN0000 1
a a SPS00 0.996023
mano mano NCFS000 0.992095
, , Fc 1
cada cada DI0CS0 1
una uno PI0FS000 0.0267135
tiene tener VMIP3S0 1
un uno DI0MS0 0.987295
dibujo dibujo NCMS000 0.973492
dentro_de dentro_de SPS00 1
la el DA0FS0 0.972269
misma mismo AQ0FS0 0.924757
cubeta cubeta NCFS000 1
. . Fp 1

Cuando cuando CS 0.985595
encontramos encontrar VMIP1P0 0.65
un uno DI0MS0 0.987295
triangulo triangular VMIP1S0 1
con con SPS00 1
las el DA0FP0 0.970954
indicaciones indicación NCFP000 1
interiores interior AQ0CP0 0.657253
se se P00CN000 0.465639
refiere referir VMIP3S0 0.990196
a a SPS00 1
el el DA0MS0 1
uso uso NCMS000 0.98913
de de SPS00 0.999984
lejía lejía NCFS000 1
. . Fp 1

Cuando cuando CS 0.985595
el el DA0MS0 1
dibujo dibujo NCMS000 0.973492
es ser VSIP3S0 1
una uno DI0FS0 0.951575
plancha plancha NCFS000 0.846947
, , Fc 1
es ser VSIP3S0 1
el el DA0MS0 1
tipo tipo NCMS000 1
de de SPS00 0.999984
planchado planchado NCMS000 0.362779
que que PR0CN000 0.562517
se se P00CN000 0.465639
le le PP3CSD00 1
puede poder VMIP3S0 0.999117
dar dar VMN0000 1
, , Fc 1
dependiendo depender VMG0000 1
de de SPS00 0.999984
los el DA0MP0 0.976481
puntos punto NCMP000 1
que que PR0CN000 0.562517
tenga tener VMSP1S0 0.458647
dentro dentro RG 1
más más RG 1
o o CC 0.999769
menos menos RG 1
temperatura temperatura NCFS000 1
. . Fp 1

El el DA0MS0 1
tipo tipo NCMS000 1
de de SPS00 0.999984
secado secado NCMS000 0.608058
es ser VSIP3S0 1
un uno DI0MS0 0.987295
cuadrado cuadrado NCMS000 0.308233
, , Fc 1
si si CS 0.99954
tiene tener VMIP3S0 1
un uno DI0MS0 0.987295
círculo círculo NCMS000 1
dentro dentro RG 1
se se P00CN000 0.465639
refiere referir VMIP3S0 0.990196
a a SPS00 0.996023
la el DA0FS0 0.972269
secadora secadora NCFS000 0.414738
, , Fc 1
si si CS 0.99954
no no RN 0.998134
, , Fc 1
es ser VSIP3S0 1
el el DA0MS0 1
tipo tipo NCMS000 1
de de SPS00 0.999984
tendido tendido NCMS000 0.308233
de de SPS00 0.999984
la el DA0FS0 0.972269
ropa ropa NCFS000 1
. . Fp 1

Luego luego RG 0.996689
encontramos encontrar VMIP1P0 0.65
los el DA0MP0 0.976481
símbolos símbolo NCMP000 1
de de SPS00 0.999984
tintorería tintorería NCFS000 1
que que PR0CN000 0.562517
es ser VSIP3S0 1
el el DA0MS0 1
círculo círculo NCMS000 1
. . Fp 1

Es ser VSIP3S0 1
una uno DI0FS0 0.951575
lavadora lavadora NCFS000 0.414738
completa completo AQ0FS0 0.962264
por por SPS00 1
que que PR0CN000 0.562517
cumple cumplir VMIP3S0 0.987805
todas todo DI0FP0 0.950949
las el DA0FP0 0.970954
funciones función NCFP000 0.980769
de de SPS00 0.999984
lavado lavado NCMS000 0.308275
, , Fc 1
no no RN 0.998134
ocupa ocupar VMIP3S0 0.994868
mucho mucho DI0MS0 0.274918
espacio espacio NCMS000 0.993421
aunque aunque CC 1
tiene tener VMIP3S0 1
una uno DI0FS0 0.951575
capacidad capacidad NCFS000 1
normal normal AQ0CS0 0.986111
, , Fc 1
5 5 Z 1
kg kilogramo NCMN000 1
, , Fc 1
es ser VSIP3S0 1
una uno DI0FS0 0.951575
buena bueno AQ0FS0 1
marca marca NCFS000 0.972603
, , Fc 1
un uno DI0MS0 0.987295
buen bueno AQ0MS0 1
precio precio NCMS000 0.97619
, , Fc 1
y y CC 0.999962
nada nada PI0CS000 0.850279
que que CS 0.437483
envidiar envidiar VMN0000 1
le le PP3CSD00 1
a a SPS00 0.996023
las el DA0FP0 0.970954
grandes grande AQ0CP0 0.962329
marcas marca NCFP000 0.973497
que que PR0CN000 0.562517
han haber VAIP3P0 0.44
pasado pasar VMP00SM 0.650463
por por SPS00 1
mi mi DP1CSS 0.999101
casa casa NCFS000 0.979058
y y CC 0.999962
como_mucho como_mucho RG 1
me me PP1CS000 0.89124
han haber VAIP3P0 0.44
durado durar VMP00SM 1
cinco 5 Z 0.995868
años año NCMP000 1
. . Fp 1

La el DA0FS0 0.972269
recomiendo recomer VMG0000 0.946154
, , Fc 1
por por SPS00 1
su su DP3CS0 1
facilidad facilidad NCFS000 1
de de SPS00 0.999984
manejo manejo NCMS000 0.973494
, , Fc 1
su su DP3CS0 1
eficacia eficacia NCFS000 1
de de SPS00 0.999984
lavado lavado NCMS000 0.308275
, , Fc 1
y y CC 0.999962
su su DP3CS0 1
precio precio NCMS000 0.97619
, , Fc 1
no no RN 0.998134
llegó llegar VMIS3S0 1
a a SPS00 0.996023
los el DA0MP0 0.976481
300 300 Z 1
euros euro NCMP000 1
. . Fp 1

