Me me PP1CS000 0.89124
de de SPS00 0.999984
mesa mesa NCFS000 0.980583
en en SPS00 1
los el DA0MP0 0.976481
que que PR0CN000 0.562517
el el DA0MS0 1
agua agua NCCS000 0.99177
no no RN 0.998134
se se P00CN000 0.465639
cala calar VMIP3S0 0.150769
, , Fc 1
Color_Eco color_eco NP00000 1
( ( Fpa 1
para para SPS00 0.999103
ropa ropa NCFS000 1
de de SPS00 0.999984
color color NCMS000 1
de de SPS00 0.999984
lino lino NCMS000 1
, , Fc 1
algodon algodon NCMS000 1
) ) Fpt 1
, , Fc 1
Cortinas cortinas NP00000 1
, , Fc 1
Aclarado aclarado NP00000 1
para para SPS00 0.999103
ropa ropa NCFS000 1
que que PR0CN000 0.562517
se se P00CN000 0.465639
ha haber VAIP3S0 0.999255
lavado lavar VMP00SM 0.691725
amano amano NCFS000 0.948927
o o CC 0.999769
para para SPS00 0.999103
almidonar almidonar VMN0000 1
, , Fc 1
Centrifugado centrifugado NP00000 1
para para SPS00 0.999103
las el DA0FP0 0.970954
mismas mismo AQ0FP0 0.983871
y y CC 0.999962
Desaguar desaguar NP00000 1
para para SPS00 0.999103
sacar sacar VMN0000 1
el el DA0MS0 1
agua agua NCCS000 0.99177
que que PR0CN000 0.562517
pueda poder VMSP1S0 0.496933
quedar quedar VMN0000 1
en en SPS00 1
el el DA0MS0 1
tambor tambor NCMS000 1
. . Fp 1

Aparte aparte RG 0.910714
tiene tener VMIP3S0 1
un uno DI0MS0 0.987295
menu menu NCMS000 0.774438
en en SPS00 1
el el DA0MS0 1
que que PR0CN000 0.562517
te te PP2CS000 0.940613
sugiere sugerir VMIP3S0 0.994868
como como CS 0.999289
puedes poder VMIP2S0 1
eliminar eliminar VMN0000 1
manchas mancha NCFP000 0.973497
especiales especial AQ0CP0 1
como como CS 0.999289
p p NCFS000 0.5
. . Fp 1
e y CC 0.980427
. . Fp 1
barra barra NCFS000 0.451968
de de SPS00 0.999984
labios labio NCMP000 1
, , Fc 1
boligrafo boligrafo NCMS000 1
, , Fc 1
mantequilla mantequilla NCFS000 1
, , Fc 1
sangre sangre NCFS000 0.971154
, , Fc 1
vino vino NCMS000 0.569444
tinto tinto AQ0MS0 0.455332
, , Fc 1
ketchup ketchup NCMS000 1
... ... Fs 1
Cuando cuando CS 0.985595
la lo PP3FSA00 0.0277039
pones poner VMIP2S0 1
, , Fc 1
mide medir VMIP3S0 0.994868
la el DA0FS0 0.972269
carga carga NCFS000 0.952569
y y CC 0.999962
te te PP2CS000 0.940613
dice decir VMIP3S0 1
cuanto cuanto RG 0.716814
pesa pesa NCFS000 0.547017
( ( Fpa 1
estando estar VAG0000 1
con con SPS00 1
la el DA0FS0 0.972269
puerta puerta NCFS000 1
abierta abrir VMP00SF 1
y y CC 0.999962
elegido elegir VMP00SM 0.691767
el el DA0MS0 1
programa programa NCMS000 0.953488
) ) Fpt 1
y y CC 0.999962
si si CS 0.99954
pone poner VMIP3S0 1
100_% 100/100 Zp 1
ya ya RG 0.999395
no no RN 0.998134
se se P00CN000 0.465639
debe deber VMIP3S0 0.992095
meter meter VMN0000 1
mas mas CC 0.699537
ropa ropa NCFS000 1
. . Fp 1

Segun segun NP00000 1
la el DA0FS0 0.972269
ropa ropa NCFS000 1
que que PR0CN000 0.562517
has haber VAIP2S0 0.44002
metido meter VMP00SM 0.980769
te te PP2CS000 0.940613
aconseja aconsejar VMIP3S0 0.994868
la el DA0FS0 0.972269
carga carga NCFS000 0.952569
de de SPS00 0.999984
detergente detergente NCMS000 0.49273
adecuada adecuar VMP00SF 1
y y CC 0.999962
el el DA0MS0 1
sensor sensor NCMS000 1
de de SPS00 0.999984
agua agua NCCS000 0.99177
lo el DA0NS0 0.457533
que que PR0CN000 0.562517
hace hacer VMIP3S0 1
es ser VSIP3S0 1
medir medir VMN0000 1
la el DA0FS0 0.972269
turbiedad turbiedad NCFS000 1
de de SPS00 1
el el DA0MS0 1
agua agua NCCS000 0.99177
y y CC 0.999962
calcular calcular VMN0000 1
automaticamente automaticamente RG 1
cuanto cuanto RG 0.716814
queda quedar VMIP3S0 0.901709
de de SPS00 0.999984
programa programa NCMS000 0.953488
para para SPS00 0.999103
terminar terminar VMN0000 1
. . Fp 1

Asi asi NP00000 0.29432
ahorra ahorrar VMIP3S0 0.994868
agua agua NCCS000 0.99177
y y CC 0.999962
acorta acortar VMIP3S0 0.994868
la el DA0FS0 0.972269
duracion duracion NCMS000 0.0665581
de de SPS00 1
el el DA0MS0 1
lavado lavado NCMS000 0.308275
. . Fp 1

En en SPS00 1
la el DA0FS0 0.972269
pantalla pantalla NCFS000 1
cuando cuando CS 0.985595
eliges elegir VMIP2S0 1
el el DA0MS0 1
lavado lavado NCMS000 0.308275
que que PR0CN000 0.562517
quieres querer VMIP2S0 1
te te PP2CS000 0.940613
dice decir VMIP3S0 1
la el DA0FS0 0.972269
temperatura temperatura NCFS000 1
de de SPS00 1
el el DA0MS0 1
agua agua NCCS000 0.99177
, , Fc 1
cuando cuando CS 0.985595
va ir VMIP3S0 1
a a SPS00 0.996023
terminar terminar VMN0000 1
, , Fc 1
a a SPS00 0.996023
cuantas cuanto DI0FP0 0.503205
revoluciones revolución NCFP000 0.995706
va ir VMIP3S0 1
a a SPS00 0.996023
centrifugar centrifugar VMN0000 1
( ( Fpa 1
pudiendo poder VMG0000 1
se se PP3CN000 1
modificar modificar VMN0000 1
) ) Fpt 1
y y CC 0.999962
los el DA0MP0 0.976481
extras extra NCCP000 0.64273
disponibles disponible AQ0CP0 1
( ( Fpa 1
los el DA0MP0 0.976481
que que PR0CN000 0.562517
ya ya RG 0.999395
os os PP2CP000 0.773585
he haber VMIP1S0 0.00309598
dixo dixo NCMS000 1
antes antes RG 1
) ) Fpt 1
. . Fp 1

Tambien tambien NP00000 1
se se P00CN000 0.465639
puede poder VMIP3S0 0.999117
programar programar VMN0000 1
para para SPS00 0.999103
que que CS 0.437483
termine terminar VMSP3S0 0.618911
a a SPS00 0.996023
una uno DI0FS0 0.951575
hora hora NCFS000 1
determinada determinar VMP00SF 1
como como CS 0.999289
maximo maximo AQ0MS0 0.937453
con con SPS00 1
una uno DI0FS0 0.951575
antelacion antelacion NCMS000 0.0665581
de de SPS00 0.999984
24 24 Z 1
horas hora NCFP000 1
, , Fc 1
si si CS 0.99954
hay haber VMIP3S0 1
algun algun RG 1
problema problema NCMS000 1
el el DA0MS0 1
programa programa NCMS000 0.953488
se se P00CN000 0.465639
adapta adaptar VMIP3S0 0.994868
automaticamente automaticamente RG 1
si si CS 0.99954
se se P00CN000 0.465639
necesita necesitar VMIP3S0 0.98913
una uno DI0FS0 0.951575
prolongacion prolongacion NCMS000 0.0665581
de de SPS00 1
el el DA0MS0 1
mismo mismo AQ0MS0 0.968254
. . Fp 1

Se se P00CN000 0.465639
puede poder VMIP3S0 0.999117
ajustar ajustar VMN0000 1
el el DA0MS0 1
pitido pitido NCMS000 1
que que PR0CN000 0.562517
te te PP2CS000 0.940613
indica indicar VMIP3S0 0.97619
que que CS 0.437483
ha haber VAIP3S0 0.999255
terminado terminar VMP00SM 1
, , Fc 1
tambien tambien RG 0.911112
tiene tener VMIP3S0 1
un uno DI0MS0 0.987295
seguro seguro NCMS000 0.252033
para para SPS00 0.999103
niños niño NCMP000 0.996183
/ / Fh 1
bloqueo bloqueo NCMS000 0.831653
que que PR0CN000 0.562517
evita evitar VMIP3S0 0.994868
cambios cambio NCMP000 1
en en SPS00 1
el el DA0MS0 1
programa programa NCMS000 0.953488
si si CS 0.99954
alguien alguien PI0CS000 1
toca tocar VMIP3S0 0.233251
los el DA0MP0 0.976481
botones botón NCMP000 0.648923
o o CC 0.999769
la el DA0FS0 0.972269
apertura apertura NCFS000 1
de de SPS00 0.999984
la el DA0FS0 0.972269
puerta puerta NCFS000 1
tras tras SPS00 1
acabar acabar VMN0000 1
y y CC 0.999962
todos todo DI0MP0 0.624221
los el DA0MP0 0.976481
elementos elemento NCMP000 1
de de SPS00 0.999984
mando mando NCMS000 0.673514
y y CC 0.999962
la el DA0FS0 0.972269
puerta puerta NCFS000 1
se se P00CN000 0.465639
bloquean bloquear VMIP3P0 1
despues despues RG 1
de de SPS00 0.999984
haber haber VAN0000 0.754266
conectado conectar VMP00SM 1
el el DA0MS0 1
aparato aparato NCMS000 1
y y CC 0.999962
cerrar cerrar VMN0000 1
la el DA0FS0 0.972269
puerta puerta NCFS000 1
de de SPS00 0.999984
carga carga NCFS000 0.952569
. . Fp 1

Y y CC 0.999962
si si CS 0.99954
quieres querer VMIP2S0 1
abrir abrir VMN0000 1
la el DA0FS0 0.972269
puerta puerta NCFS000 1
pero pero CC 0.999764
en en SPS00 1
ese ese DD0MS0 0.986111
momento momento NCMS000 1
esta este DD0FS0 0.986779
el el DA0MS0 1
tambor tambor NCMS000 1
lleno lleno AQ0MS0 0.773585
de de SPS00 0.999984
agua agua NCCS000 0.99177
no no RN 0.998134
deja dejar VMIP3S0 0.984962
que que CS 0.437483
la el DA0FS0 0.972269
abras abra NCFP000 0.995706
, , Fc 1
te te PP2CS000 0.940613
indica indicar VMIP3S0 0.97619
puerta puerta NCFS000 1
bloqueada bloquear VMP00SF 1
hasta hasta SPS00 0.957698
que que CS 0.437483
puedas poder VMSP2S0 1
abrir abrir VMN0000 1
la lo PP3FSA00 1
sin sin SPS00 1
peligro peligro NCMS000 0.983871
y y CC 0.999962
te te PP2CS000 0.940613
lo lo PP3CNA00 0.271177
indica indicar VMIP3S0 0.97619
puerta puerta NCFS000 1
libre libre AQ0CS0 0.928358
... ... Fs 1
En en SPS00 1
fin fin NCMS000 1
, , Fc 1
un uno DI0MS0 0.987295
monton monton NCMS000 0.0665581
de de SPS00 0.999984
chorraetes chorraetes NCMP000 0.571387
que que PR0CN000 0.562517
para para SPS00 0.999103
mi mi DP1CSS 0.999101
no no RN 0.998134
lo lo PP3CNA00 0.271177
son ser VSIP3P0 0.988842
tanto tanto RG 0.862252
. . Fp 1

Yo yo PP1CSN00 1
estoy estar VAIP1S0 1
muy muy RG 1
contenta contento AQ0FS0 0.232332
con con SPS00 1
mi mi DP1CSS 0.999101
lavadora lavadora NCFS000 0.414738
! ! Fat 1
pero pero CC 0.999764
lo lo PP3CNA00 0.271177
estaria estaria AQ0FS0 0.818209
mas mas CC 0.699537
si si CS 0.99954
mi mi DP1CSS 0.999101
marido marido NCMS000 0.994505
la lo PP3FSA00 0.0277039
pusiera poner VMSI3S0 0.5
de_vez_en_cuando de_vez_en_cuando RG 1
( ( Fpa 1
jeje jeje NCMS000 0.833445
) ) Fpt 1
que que PR0CN000 0.562517
en en SPS00 1
cuanto cuanto RG 0.716814
se se P00CN000 0.465639
canso cansar VMIP1S0 1
de de SPS00 0.999984
la el DA0FS0 0.972269
pantallita pantalla NCFS00D 1
ya ya RG 0.999395
no no RN 0.998134
le le PP3CSD00 1
hizo hacer VMIS3S0 1
ni ni CC 0.999182
caso caso NCMS000 0.99812
a a SPS00 1
el el DA0MS0 1
aparatito aparato NCMS00D 1
! ! Fat 1

Bessets bessets NP00000 1
a a SPS00 0.996023
tots tots NCMP000 0.50012
! ! Fat 1

